order_id,customer_id,product,category,price,quantity,order_date,region
ORD-0123,CUS-1035,显示器,配件,999.0,3.0,2025-04-10,华南
ORD-0033,CUS-1029,笔记本电脑,电子产品,4999.0,3.0,2025-02-17,华南
ORD-0205,CUS-1091,智能手表,电子产品,3999.0,1.0,2025-06-20,华南
ORD-0163,CUS-1083,智能手机,电子产品,3999.0,4.0,2025-05-11,东北
ORD-0210,CUS-1058,智能手表,电子产品,1299.0,1.0,2025-06-14,华北
ORD-0286,CUS-1095,智能手表,电子产品,1299.0,3.0,2025-03-16,西南
ORD-0139,CUS-1036,智能手表,电子产品,3999.0,4.0,2025-12-10,西南
ORD-0063,CUS-1045,耳机,配件,1299.0,5.0,2025-12-05,华南
ORD-0136,CUS-1009,显示器,配件,1999.0,3.0,2025-11-19,华南
ORD-0129,CUS-1019,智能手机,电子产品,999.0,1.0,2025-04-04,东北
ORD-0291,CUS-1078,智能手表,电子产品,999.0,1.0,2025-02-22,西南
ORD-0009,CUS-1046,耳机,配件,1999.0,1.0,2025-01-22,华南
ORD-0071,CUS-1093,平板电脑,电子产品,1299.0,5.0,2025-09-04,西南
ORD-0265,CUS-1097,智能手机,电子产品,999.0,4.0,2025-09-05,西南
ORD-0065,CUS-1052,显示器,配件,1999.0,3.0,2025-03-26,华东
ORD-0045,CUS-1007,显示器,配件,699.0,1.0,2025-01-19,西南
ORD-0280,CUS-1017,笔记本电脑,电子产品,699.0,5.0,2025-06-27,华南
ORD-0157,CUS-1075,耳机,配件,2599.0,2.0,2025-08-18,西南
ORD-0041,CUS-1011,智能手机,电子产品,2999.0,4.0,2025-08-16,华南
ORD-0124,CUS-1046,智能手机,电子产品,999.0,1.0,2025-12-18,华南
ORD-0276,CUS-1053,智能手机,电子产品,3999.0,5.0,2025-06-03,东北
ORD-0217,CUS-1013,平板电脑,电子产品,699.0,1.0,2025-05-19,华南
ORD-0154,CUS-1053,智能手表,电子产品,2599.0,2.0,2025-08-18,华南
ORD-0024,CUS-1080,平板电脑,电子产品,1999.0,2.0,2025-06-25,华南
ORD-0262,CUS-1059,平板电脑,电子产品,1999.0,5.0,2025-09-14,华南
ORD-0111,CUS-1078,耳机,配件,2599.0,4.0,2025-07-27,东北
ORD-0082,CUS-1058,智能手表,电子产品,1999.0,4.0,2025-08-13,华南
ORD-0208,CUS-1064,耳机,配件,1299.0,1.0,2025-12-04,东北
ORD-0213,CUS-1016,耳机,配件,4999.0,5.0,2025-09-18,华北
ORD-0040,CUS-1056,耳机,配件,3999.0,1.0,2025-11-18,华东
ORD-0241,CUS-1056,显示器,配件,999.0,3.0,2025-10-02,华东
ORD-0292,CUS-1046,耳机,配件,2999.0,1.0,2025-03-28,东北
ORD-0259,CUS-1021,显示器,配件,2599.0,1.0,2025-07-12,华南
ORD-0200,CUS-1030,耳机,配件,699.0,1.0,2025-03-09,华东
ORD-0015,CUS-1040,智能手表,电子产品,999.0,3.0,2025-04-19,华北
ORD-0048,CUS-1031,耳机,配件,4999.0,5.0,2025-02-14,东北
ORD-0095,CUS-1003,智能手表,电子产品,699.0,4.0,2025-12-06,西南
ORD-0264,CUS-1047,耳机,配件,3999.0,5.0,2025-02-10,华东
ORD-0228,CUS-1098,智能手机,电子产品,999.0,3.0,2025-06-04,华东
ORD-0274,CUS-1063,耳机,配件,4999.0,5.0,2025-10-08,华南
ORD-0202,CUS-1060,智能手表,电子产品,699.0,5.0,2025-10-04,西南
ORD-0162,CUS-1056,笔记本电脑,电子产品,2599.0,1.0,2025-12-05,西南
ORD-0044,CUS-1019,智能手机,电子产品,999.0,2.0,2025-01-19,东北
ORD-0218,CUS-1054,耳机,配件,4999.0,5.0,2025-11-27,华北
ORD-0146,CUS-1036,显示器,配件,1299.0,5.0,2025-01-15,华东
ORD-0191,CUS-1053,耳机,配件,2999.0,4.0,2025-11-04,西南
ORD-0221,CUS-1011,显示器,配件,1999.0,4.0,2025-07-15,华北
ORD-0252,CUS-1039,显示器,配件,1299.0,2.0,2025-10-23,华东
ORD-0004,CUS-1025,显示器,配件,1299.0,2.0,2025-08-19,华北
ORD-0106,CUS-1075,显示器,配件,1999.0,1.0,2025-12-25,华北
ORD-0054,CUS-1090,平板电脑,电子产品,4999.0,5.0,2025-05-22,华东
ORD-0134,CUS-1020,笔记本电脑,电子产品,1299.0,4.0,2025-12-20,西南
ORD-0002,CUS-1094,笔记本电脑,电子产品,3999.0,5.0,2025-07-02,华东
ORD-0132,CUS-1078,显示器,配件,3999.0,2.0,2025-11-07,华北
ORD-0104,CUS-1077,显示器,配件,1999.0,2.0,2025-05-04,东北
ORD-0050,CUS-1030,平板电脑,电子产品,1299.0,2.0,2025-11-21,华北
ORD-0081,CUS-1018,笔记本电脑,电子产品,4999.0,2.0,2025-08-20,华东
ORD-0206,CUS-1008,智能手机,电子产品,999.0,5.0,2025-11-19,东北
ORD-0035,CUS-1073,智能手表,电子产品,1999.0,4.0,2025-07-07,华东
ORD-0092,CUS-1049,耳机,配件,4999.0,5.0,2025-07-16,华东
ORD-0053,CUS-1008,智能手机,电子产品,699.0,3.0,2025-03-15,东北
ORD-0242,CUS-1064,笔记本电脑,电子产品,999.0,4.0,2025-08-02,华东
ORD-0014,CUS-1028,显示器,配件,699.0,1.0,2025-04-27,华东
ORD-0089,CUS-1040,耳机,配件,3999.0,2.0,2025-03-08,西南
ORD-0167,CUS-1012,显示器,配件,3999.0,4.0,2025-03-23,华北
ORD-0295,CUS-1047,平板电脑,电子产品,2599.0,3.0,2025-10-05,东北
ORD-0135,CUS-1037,笔记本电脑,电子产品,1999.0,3.0,2025-12-10,西南
ORD-0288,CUS-1055,耳机,配件,2999.0,5.0,2025-05-11,华东
ORD-0244,CUS-1049,智能手表,电子产品,4999.0,4.0,2025-10-21,华南
ORD-0055,CUS-1017,平板电脑,电子产品,3999.0,1.0,2025-12-18,华南
ORD-0051,CUS-1058,平板电脑,电子产品,3999.0,1.0,2025-08-20,东北
ORD-0175,CUS-1013,智能手机,电子产品,1299.0,5.0,2025-06-19,华北
ORD-0190,CUS-1017,智能手表,电子产品,2599.0,3.0,2025-11-24,东北
ORD-0299,CUS-1025,笔记本电脑,电子产品,2999.0,1.0,2025-08-06,西南
ORD-0188,CUS-1081,智能手表,电子产品,999.0,4.0,2025-02-05,华东
ORD-0170,CUS-1021,智能手机,电子产品,3999.0,5.0,2025-07-20,华南
ORD-0059,CUS-1020,显示器,配件,2599.0,5.0,2025-12-14,东北
ORD-0049,CUS-1072,耳机,配件,699.0,3.0,2025-04-22,华北
ORD-0236,CUS-1081,笔记本电脑,电子产品,1999.0,3.0,2025-06-24,华南
ORD-0253,CUS-1039,耳机,配件,1299.0,3.0,2025-03-22,东北
ORD-0022,CUS-1098,显示器,配件,699.0,1.0,2025-05-14,华南
ORD-0161,CUS-1063,笔记本电脑,电子产品,2999.0,5.0,2025-10-11,华东
ORD-0277,CUS-1069,耳机,配件,4999.0,4.0,2025-08-02,西南
ORD-0192,CUS-1078,智能手表,电子产品,999.0,1.0,2025-12-12,华南
ORD-0258,CUS-1048,智能手机,电子产品,2999.0,2.0,2025-12-25,东北
ORD-0150,CUS-1070,智能手机,电子产品,1999.0,4.0,2025-12-16,华东
ORD-0131,CUS-1038,耳机,配件,1299.0,3.0,2025-10-20,华东
ORD-0152,CUS-1070,智能手表,电子产品,3999.0,2.0,2025-02-15,华东
ORD-0100,CUS-1060,笔记本电脑,电子产品,4999.0,3.0,2025-04-21,华东
ORD-0088,CUS-1035,智能手表,电子产品,3999.0,3.0,2025-04-09,华北
ORD-0215,CUS-1092,笔记本电脑,电子产品,999.0,5.0,2025-05-12,华东
ORD-0122,CUS-1097,显示器,配件,2999.0,2.0,2025-04-24,西南
ORD-0300,CUS-1011,显示器,配件,699.0,3.0,2025-12-03,东北
ORD-0021,CUS-1067,平板电脑,电子产品,4999.0,1.0,2025-11-18,华北
ORD-0189,CUS-1004,平板电脑,电子产品,2599.0,1.0,2025-02-08,东北
ORD-0072,CUS-1073,智能手机,电子产品,999.0,1.0,2025-12-14,华东
ORD-0107,CUS-1087,耳机,配件,3999.0,5.0,2025-01-12,东北
ORD-0271,CUS-1002,平板电脑,电子产品,1999.0,2.0,2025-09-24,东北
ORD-0103,CUS-1072,智能手机,电子产品,2599.0,3.0,2025-06-06,东北
