order_id,customer_id,product,category,price,quantity,order_date,region
ORD-0104,CUS-1077,显示器,配件,,2,2025-05-04,东北
ORD-0105,CUS-1003,平板电脑,电子产品,1299,4,2025-12-07,华东
ORD-0106,CUS-1075,显示器,配件,1999,1,2025-12-25,华北
ORD-0107,CUS-1087,耳机,配件,3999,5,2025-01-12,东北
ORD-0108,CUS-1054,显示器,配件,699,1,2025-09-21,华北
ORD-0109,CUS-1001,智能手表,电子产品,2599,1,2025-07-12,西南
ORD-0110,CUS-1090,智能手机,电子产品,1299,2,2025-12-17,华北
ORD-0111,CUS-1078,耳机,配件,2599,4,2025-07-27,东北
ORD-0112,CUS-1034,平板电脑,电子产品,1999,1,2025-05-15,华南
ORD-0113,CUS-1096,智能手表,电子产品,1299,3,2025-01-16,华北
ORD-0114,CUS-1023,智能手表,电子产品,1999,3,2025-05-11,华北
ORD-0115,CUS-1076,显示器,配件,999,5,2025-01-17,华南
ORD-0116,CUS-1010,智能手机,电子产品,,4,2025-09-25,华南
ORD-0117,CUS-1088,智能手表,电子产品,2599,4,2025-01-03,华北
ORD-0118,CUS-1028,智能手表,电子产品,1999,3,2025-11-19,华北
ORD-0119,CUS-1060,耳机,配件,699,4,2025-12-18,华北
ORD-0120,CUS-1045,显示器,配件,2599,3,2025-05-09,华南
ORD-0121,CUS-1015,显示器,配件,1999,3,2025-02-24,东北
ORD-0122,CUS-1097,显示器,配件,2999,2,2025-04-24,西南
ORD-0123,CUS-1035,显示器,配件,999,,2025-04-10,华南
ORD-0124,CUS-1046,智能手机,电子产品,999,1,2025-12-18,华南
ORD-0125,CUS-1035,笔记本电脑,电子产品,4999,5,2025-05-23,华南
ORD-0126,CUS-1081,智能手表,电子产品,3999,1,2025-10-10,西南
ORD-0127,CUS-1061,智能手表,电子产品,699,2,2025-01-09,西南
ORD-0128,CUS-1014,笔记本电脑,电子产品,1299,4,2025-02-19,华东
ORD-0129,CUS-1019,智能手机,电子产品,999,1,2025-04-04,东北
ORD-0130,CUS-1097,智能手表,电子产品,1999,5,2025-07-15,西南
ORD-0131,CUS-1038,耳机,配件,1299,3,2025-10-20,华东
ORD-0132,CUS-1078,显示器,配件,3999,2,2025-11-07,华北
ORD-0133,CUS-1084,笔记本电脑,电子产品,2999,2,2025-03-18,华东
ORD-0134,CUS-1020,笔记本电脑,电子产品,1299,4,2025-12-20,西南
ORD-0135,CUS-1037,笔记本电脑,电子产品,1999,3,2025-12-10,西南
ORD-0136,CUS-1009,显示器,配件,1999,3,2025-11-19,华南
ORD-0137,CUS-1054,笔记本电脑,电子产品,1999,2,2025-05-27,华南
ORD-0138,CUS-1009,笔记本电脑,电子产品,2999,3,2025-10-24,东北
ORD-0139,CUS-1036,智能手表,电子产品,3999,4,2025-12-10,西南
ORD-0140,CUS-1034,耳机,配件,2599,4,2025-02-20,华东
ORD-0141,CUS-1055,显示器,配件,699,5,2025-05-01,华东
ORD-0142,CUS-1029,显示器,配件,4999,3,2025-10-02,华南
ORD-0143,CUS-1060,耳机,配件,2599,3,2025-03-19,西南
ORD-0144,CUS-1081,智能手表,电子产品,3999,4,2025-06-14,华北
ORD-0145,CUS-1041,显示器,配件,3999,2,2025-06-14,西南
ORD-0146,CUS-1036,显示器,配件,1299,5,2025-01-15,华东
ORD-0147,CUS-1040,平板电脑,电子产品,699,1,2025-07-28,东北
ORD-0148,CUS-1000,显示器,配件,2599,4,2025-01-07,东北
ORD-0149,CUS-1046,耳机,配件,2599,4,2025-01-07,华北
ORD-0150,CUS-1070,智能手机,电子产品,,4,2025-12-16,华东
ORD-0151,CUS-1003,显示器,配件,1999,2,2025-05-18,华东
ORD-0152,CUS-1070,智能手表,电子产品,3999,2,2025-02-15,华东
ORD-0153,CUS-1082,智能手机,电子产品,2599,3,2025-09-23,华北
ORD-0154,CUS-1053,智能手表,电子产品,2599,2,2025-08-18,华南
ORD-0155,CUS-1049,智能手机,电子产品,,1,2025-05-25,西南
ORD-0156,CUS-1043,耳机,配件,999,1,2025-05-24,华北
ORD-0157,CUS-1075,耳机,配件,2599,2,2025-08-18,西南
ORD-0158,CUS-1044,平板电脑,电子产品,1299,4,2025-06-28,华南
ORD-0159,CUS-1089,智能手机,电子产品,1299,2,2025-07-02,华北
ORD-0160,CUS-1095,智能手表,电子产品,1299,4,2025-11-26,
ORD-0161,CUS-1063,笔记本电脑,电子产品,2999,5,2025-10-11,华东
ORD-0162,CUS-1056,笔记本电脑,电子产品,2599,1,2025-12-05,西南
ORD-0163,CUS-1083,智能手机,电子产品,3999,4,2025-05-11,东北
ORD-0164,CUS-1088,智能手表,电子产品,3999,3,2025-11-28,东北
ORD-0165,CUS-1048,平板电脑,电子产品,2599,5,2025-01-20,华东
ORD-0166,CUS-1030,显示器,配件,999,2,2025-12-03,西南
ORD-0167,CUS-1012,显示器,配件,3999,4,2025-03-23,华北
ORD-0168,CUS-1003,笔记本电脑,电子产品,699,1,2025-05-12,华北
ORD-0169,CUS-1055,智能手机,电子产品,1999,5,2025-07-19,华南
ORD-0170,CUS-1021,智能手机,电子产品,3999,5,2025-07-20,华南
ORD-0171,CUS-1063,耳机,配件,2999,2,2025-08-21,华北
ORD-0172,CUS-1058,平板电脑,电子产品,4999,4,2025-05-22,东北
ORD-0173,CUS-1020,笔记本电脑,电子产品,2599,3,2025-10-10,西南
ORD-0174,CUS-1088,平板电脑,电子产品,2599,3,2025-04-13,西南
ORD-0175,CUS-1013,智能手机,电子产品,1299,5,2025-06-19,华北
ORD-0176,CUS-1089,平板电脑,电子产品,4999,4,2025-05-01,东北
ORD-0177,CUS-1087,显示器,配件,4999,5,2025-12-16,华北
ORD-0178,CUS-1099,智能手机,电子产品,699,2,2025-11-07,东北
ORD-0179,CUS-1032,显示器,配件,2999,1,2025-11-21,华东
ORD-0180,CUS-1039,智能手表,电子产品,4999,5,2025-06-24,华南
ORD-0181,CUS-1011,平板电脑,电子产品,699,4,2025-03-07,华南
ORD-0182,CUS-1069,平板电脑,电子产品,999,2,2025-05-27,西南
ORD-0183,CUS-1037,显示器,配件,699,1,2025-08-03,华南
ORD-0184,CUS-1096,智能手机,电子产品,1299,5,2025-06-03,西南
ORD-0185,CUS-1001,平板电脑,电子产品,3999,4,2025-06-22,华北
ORD-0186,CUS-1074,智能手表,电子产品,699,,2025-11-08,西南
ORD-0187,CUS-1003,耳机,配件,,5,2025-04-21,华东
ORD-0188,CUS-1081,智能手表,电子产品,999,4,2025-02-05,华东
ORD-0189,CUS-1004,平板电脑,电子产品,2599,1,2025-02-08,东北
ORD-0190,CUS-1017,智能手表,电子产品,2599,,2025-11-24,东北
ORD-0191,CUS-1053,耳机,配件,2999,4,2025-11-04,西南
ORD-0192,CUS-1078,智能手表,电子产品,999,1,2025-12-12,华南
ORD-0193,CUS-1056,智能手表,电子产品,1999,3,2025-02-22,华北
ORD-0194,CUS-1069,显示器,配件,699,1,2025-07-09,华南
ORD-0195,CUS-1015,智能手表,电子产品,3999,2,2025-11-21,东北
ORD-0196,CUS-1002,笔记本电脑,电子产品,699,2,2025-03-26,东北
ORD-0197,CUS-1026,笔记本电脑,电子产品,1999,5,2025-04-27,华南
ORD-0198,CUS-1042,智能手机,电子产品,4999,3,2025-03-05,东北
ORD-0199,CUS-1032,智能手机,电子产品,3999,1,2025-03-01,华北
ORD-0200,CUS-1030,耳机,配件,699,1,2025-03-09,华东
ORD-0201,CUS-1016,显示器,配件,1299,5,2025-02-24,华东
ORD-0202,CUS-1060,智能手表,电子产品,699,5,2025-10-04,西南
ORD-0203,CUS-1064,智能手机,电子产品,4999,5,2025-05-15,华东
ORD-0204,CUS-1007,智能手表,电子产品,1299,4,2025-11-04,西南
ORD-0205,CUS-1091,智能手表,电子产品,3999,1,2025-06-20,华南
ORD-0206,CUS-1008,智能手机,电子产品,999,5,2025-11-19,东北
ORD-0207,CUS-1091,平板电脑,电子产品,1299,5,2025-09-10,西南
ORD-0208,CUS-1064,耳机,配件,1299,1,2025-12-04,东北
ORD-0209,CUS-1092,智能手机,电子产品,1299,4,2025-04-14,华北
ORD-0210,CUS-1058,智能手表,电子产品,1299,1,2025-06-14,华北
ORD-0211,CUS-1085,平板电脑,电子产品,699,2,2025-11-16,华东
ORD-0212,CUS-1011,笔记本电脑,电子产品,3999,4,2025-02-24,华北
ORD-0213,CUS-1016,耳机,配件,4999,5,2025-09-18,华北
ORD-0214,CUS-1085,笔记本电脑,电子产品,1299,3,2025-11-25,西南
ORD-0215,CUS-1092,笔记本电脑,电子产品,999,5,2025-05-12,华东
ORD-0216,CUS-1073,耳机,配件,1999,2,2025-11-16,华南
ORD-0217,CUS-1013,平板电脑,电子产品,699,1,2025-05-19,华南
ORD-0218,CUS-1054,耳机,配件,4999,5,2025-11-27,华北
ORD-0219,CUS-1003,智能手机,电子产品,999,3,2025-06-12,华东
ORD-0220,CUS-1023,智能手机,电子产品,1299,1,2025-03-24,华东
ORD-0221,CUS-1011,显示器,配件,1999,4,2025-07-15,华北
ORD-0222,CUS-1020,平板电脑,电子产品,999,3,2025-10-20,华东
ORD-0223,CUS-1006,智能手机,电子产品,2999,5,2025-01-22,华东
ORD-0224,CUS-1034,智能手表,电子产品,1299,4,2025-10-15,西南
ORD-0225,CUS-1034,智能手机,电子产品,3999,3,2025-07-04,华北
ORD-0226,CUS-1086,显示器,配件,2599,5,2025-11-10,华东
ORD-0227,CUS-1028,智能手表,电子产品,4999,1,2025-04-10,华南
ORD-0228,CUS-1098,智能手机,电子产品,999,3,2025-06-04,华东
ORD-0229,CUS-1063,显示器,配件,1299,2,2025-03-13,东北
ORD-0230,CUS-1090,智能手机,电子产品,699,1,2025-07-28,华东
ORD-0231,CUS-1055,笔记本电脑,电子产品,2599,1,2025-06-19,西南
ORD-0232,CUS-1073,智能手表,电子产品,1299,3,2025-02-13,华东
ORD-0233,CUS-1041,智能手机,电子产品,2599,3,2025-02-14,华东
ORD-0234,CUS-1031,智能手表,电子产品,1299,5,2025-02-13,华北
ORD-0235,CUS-1095,平板电脑,电子产品,1999,3,2025-03-03,东北
ORD-0236,CUS-1081,笔记本电脑,电子产品,1999,3,2025-06-24,华南
ORD-0237,CUS-1030,笔记本电脑,电子产品,2999,3,2025-04-06,东北
ORD-0238,CUS-1019,显示器,配件,3999,2,2025-11-16,西南
ORD-0239,CUS-1096,耳机,配件,2599,5,2025-11-21,东北
ORD-0240,CUS-1041,显示器,配件,699,2,2025-08-03,西南
ORD-0241,CUS-1056,显示器,配件,999,3,2025-10-02,
ORD-0242,CUS-1064,笔记本电脑,电子产品,999,4,2025-08-02,华东
ORD-0243,CUS-1047,平板电脑,电子产品,3999,1,2025-10-20,东北
ORD-0244,CUS-1049,智能手表,电子产品,4999,4,2025-10-21,华南
ORD-0245,CUS-1041,耳机,配件,2599,5,2025-03-02,西南
ORD-0246,CUS-1013,平板电脑,电子产品,3999,5,2025-11-06,华东
ORD-0247,CUS-1031,显示器,配件,2599,4,2025-09-17,东北
ORD-0248,CUS-1020,平板电脑,电子产品,699,3,2025-07-14,华北
ORD-0249,CUS-1086,耳机,配件,4999,3,2025-02-11,华东
ORD-0250,CUS-1071,显示器,配件,1299,3,2025-05-24,东北
ORD-0251,CUS-1019,平板电脑,电子产品,3999,5,2025-11-05,华北
ORD-0252,CUS-1039,显示器,配件,1299,2,2025-10-23,华东
ORD-0253,CUS-1039,耳机,配件,1299,3,2025-03-22,东北
ORD-0254,CUS-1011,显示器,配件,1299,,2025-06-01,华北
ORD-0255,CUS-1039,智能手机,电子产品,1999,3,2025-08-07,华南
ORD-0256,CUS-1017,智能手机,电子产品,3999,3,2025-02-17,东北
ORD-0257,CUS-1094,耳机,配件,4999,3,2025-10-05,东北
ORD-0258,CUS-1048,智能手机,电子产品,2999,2,2025-12-25,东北
ORD-0259,CUS-1021,显示器,配件,2599,1,2025-07-12,华南
ORD-0260,CUS-1056,耳机,配件,999,4,2025-04-18,华南
ORD-0261,CUS-1039,智能手表,电子产品,1999,3,2025-11-19,西南
ORD-0262,CUS-1059,平板电脑,电子产品,,5,2025-09-14,华南
ORD-0263,CUS-1025,耳机,配件,2999,3,2025-01-21,西南
ORD-0264,CUS-1047,耳机,配件,3999,5,2025-02-10,华东
ORD-0265,CUS-1097,智能手机,电子产品,999,4,2025-09-05,西南
ORD-0266,CUS-1011,智能手机,电子产品,2599,3,2025-01-14,华东
ORD-0267,CUS-1050,耳机,配件,699,2,2025-07-03,华北
ORD-0268,CUS-1028,笔记本电脑,电子产品,699,1,2025-12-21,华北
ORD-0269,CUS-1018,智能手机,电子产品,4999,3,2025-08-23,华南
ORD-0270,CUS-1097,显示器,配件,2599,4,2025-10-01,华东
ORD-0271,CUS-1002,平板电脑,电子产品,1999,2,2025-09-24,东北
ORD-0272,CUS-1067,智能手表,电子产品,3999,3,2025-04-10,华东
ORD-0273,CUS-1006,智能手机,电子产品,1299,5,2025-08-03,华东
ORD-0274,CUS-1063,耳机,配件,4999,5,2025-10-08,华南
ORD-0275,CUS-1037,智能手表,电子产品,4999,5,2025-06-08,东北
ORD-0276,CUS-1053,智能手机,电子产品,3999,5,2025-06-03,东北
ORD-0277,CUS-1069,耳机,配件,4999,4,2025-08-02,西南
ORD-0278,CUS-1047,平板电脑,电子产品,4999,3,2025-02-12,华南
ORD-0279,CUS-1093,显示器,配件,,5,2025-12-25,华北
ORD-0280,CUS-1017,笔记本电脑,电子产品,699,5,2025-06-27,华南
ORD-0281,CUS-1099,显示器,配件,2599,4,2025-11-06,华南
ORD-0282,CUS-1008,显示器,配件,2599,1,2025-05-07,华东
ORD-0283,CUS-1025,笔记本电脑,电子产品,699,3,2025-09-13,东北
ORD-0284,CUS-1060,平板电脑,电子产品,4999,2,2025-05-12,
ORD-0285,CUS-1083,平板电脑,电子产品,999,,2025-06-14,西南
ORD-0286,CUS-1095,智能手表,电子产品,1299,3,2025-03-16,西南
ORD-0287,CUS-1047,耳机,配件,999,1,2025-12-14,华东
ORD-0288,CUS-1055,耳机,配件,2999,5,2025-05-11,华东
ORD-0289,CUS-1010,平板电脑,电子产品,999,3,2025-08-20,西南
ORD-0290,CUS-1021,显示器,配件,2599,3,2025-08-02,华北
ORD-0291,CUS-1078,智能手表,电子产品,999,1,2025-02-22,西南
ORD-0292,CUS-1046,耳机,配件,2999,1,2025-03-28,东北
ORD-0293,CUS-1086,智能手表,电子产品,4999,2,2025-02-08,华北
ORD-0294,CUS-1046,智能手表,电子产品,4999,5,2025-03-22,西南
ORD-0295,CUS-1047,平板电脑,电子产品,2599,,2025-10-05,东北
ORD-0296,CUS-1046,智能手表,电子产品,699,3,2025-04-04,华东
ORD-0297,CUS-1094,智能手机,电子产品,2599,5,2025-07-18,华东
ORD-0298,CUS-1033,平板电脑,电子产品,2599,2,2025-10-10,西南
ORD-0299,CUS-1025,笔记本电脑,电子产品,2999,1,2025-08-06,西南
ORD-0300,CUS-1011,显示器,配件,699,3,2025-12-03,东北
ORD-0205,CUS-1091,智能手表,电子产品,3999,1,2025-06-20,华南
ORD-0247,CUS-1031,显示器,配件,2599,4,2025-09-17,东北
ORD-0271,CUS-1002,平板电脑,电子产品,1999,2,2025-09-24,东北
ORD-0212,CUS-1011,笔记本电脑,电子产品,3999,4,2025-02-24,华北
ORD-0211,CUS-1085,平板电脑,电子产品,699,2,2025-11-16,华东
